Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4792948;;0;267.29;0;2.67;1;CC(=O)Nc1nc2ccccn2c1-c1ccc(O)cc1;Activity;;;;;;Active;;;;;;0;CHEMBL4728083;Allosteric binding affinity to USP7 catalytic domain (unknown origin) at Gln405, Gly313 and Gln237 residues at 1.12 mM by NMR-15N-1H TROSY spectral titration analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;Dose = 1.12 mM
CHEMBL4792948;;0;267.29;0;2.67;1;CC(=O)Nc1nc2ccccn2c1-c1ccc(O)cc1;Kd;'=';540000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL4728086;Binding affinity to USP7 (unknown origin) by T2 relaxation experiment based analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4742897;;0;239.28;0;2.60;12;Cc1cccn2c(-c3ccc(O)cc3)c(N)nc12;IC50;'=';8800.0;nM;5.06;;;UO_0000065;21.13;0.38;2.46;7.96;0;CHEMBL4728080;Inhibition of recombinant full length USP7 (unknown origin) using di-ubiquitin as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4725339;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;
CHEMBL4090158;;0;427.29;1;5.16;C17;O=C(Nc1ccccc1)c1nc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';40490.0;nM;4.39;;;UO_0000065;10.28;0.23;-0.77;4.48;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4085087;;0;340.38;0;3.42;C9;COc1ccc(Sc2sc(C(C)=O)nc2[N+](=O)[O-])cc1OC;IC50;'>';50000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL3233815;;0;390.50;1;5.07;3k;C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1;IC50;;;;;;Not Active;;;;;;0;CHEMBL3239934;Inhibition of human USP7 using Ub-rhodamine 110 as substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3232931;1;Scientific Literature;J. Med. Chem.;2014;None;
CHEMBL4435850;;0;293.32;0;3.88;C17;NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;Inhibition;;;%;;;Active;UO_0000187;;;;;0;CHEMBL4372648;Inhibition of USP7 in human MCF7 cells assessed as increase in p21 expression at 25 uM after 4 hrs by Western blot analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;MCF7;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;CHEMBL3308403;
CHEMBL4435850;;0;293.32;0;3.88;C17;NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;Ratio;'=';0.3;;;;;;;;;;0;CHEMBL4372601;Inhibition of USP7 in HEK293T cell lysates assessed as ratio of HA-Ub-VS modified USP7 to total USP7 at 100 uM using HA-Ub vinyl-sulfone as substrate preincubated for 19 to 60 mins followed by substrate addition and measured after 19 to 25 mins by Western blot analysis (Rvb = 0.5 No_unit);B;BAO_0000220;subcellular format;Homo sapiens;None;None;None;Lysate;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4303622;;0;223.29;0;1.39;PR619;N#CSc1cc(SC#N)c(N)nc1N;K;;;;;;Not Determined;;;;;;0;CHEMBL4372619;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) assessed as association constant using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL1923233;;0;384.28;0;4.41;WP1130;CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1;K;'=';66.0;/M/s;;Non standard unit for type;;;;;;;0;CHEMBL4372619;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) assessed as association constant using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4435850;;0;293.32;0;3.88;C17;NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;K;'=';9.0;/M/s;;Non standard unit for type;;;;;;;0;CHEMBL4372619;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) assessed as association constant using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4534969;;0;335.36;0;3.41;C22;N/N=C/NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;K;;;;;;Not Active;;;;;;0;CHEMBL4372619;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) assessed as association constant using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4284337;;0;395.46;0;1.12;6;Cn1cc2ncn(CC3(O)CCN(C(=O)CCc4ccccc4)CC3)c(=O)c2n1;IC50;'=';44000.0;nM;4.36;;;UO_0000065;11.02;0.21;3.24;4.67;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4287544;;0;476.40;0;3.21;9;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3cc(Br)sc3c2=O)CC1;IC50;'=';60000.0;nM;4.22;;;UO_0000065;8.86;0.20;1.01;5.60;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4292042;;0;437.57;0;3.32;12;O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3c(C4CC4)csc3c2=O)CC1;IC50;'=';20000.0;nM;4.70;;;UO_0000065;10.74;0.21;1.38;6.23;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4277330;;0;411.53;0;2.75;15;Cc1nc2ccsc2c(=O)n1CC1(O)CCN(C(=O)CCc2ccccc2)CC1;IC50;'>';200000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4279817;;0;528.61;1;2.44;32;C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(C(N)=O)cc4)n(C)nc3c2=O)CC1)c1ccccc1;IC50;'=';50.0;nM;7.30;;;UO_0000065;13.81;0.26;4.86;5.36;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4290072;;0;445.56;0;3.38;38;C[C@H](CC(=O)N1CCC(O)(Cn2cnc(Cc3ccccc3)cc2=O)CC1)c1ccccc1;IC50;'=';90000.0;nM;4.05;;;UO_0000065;9.08;0.17;0.67;5.36;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4290969;;0;441.58;0;1.76;40;C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN(C)C)cc2=O)CC1)c1ccccc1;IC50;'=';120.0;nM;6.92;;;UO_0000065;15.67;0.30;5.16;7.63;0;CHEMBL4255847;Inhibition of USP7 (unknown origin) by biochemical assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4251701;1;Scientific Literature;ACS Med Chem Lett;2018;None;
CHEMBL4442635;;0;316.40;0;3.32;1;C=C[C@]1(C)C=C2C(=O)O[C@@]34CCCC(C)(C)[C@@H]3C(=O)O[C@@]24CC1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4321558;Inhibition of USP7 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4316640;1;Scientific Literature;J Nat Prod;2019;None;
CHEMBL2159495;;0;348.23;1;5.32;1, P-005091;CC(=O)c1cc([N+](=O)[O-])c(Sc2cccc(Cl)c2Cl)s1;IC50;'=';4200.0;nM;5.38;;;UO_0000065;15.44;0.37;0.06;8.93;1;CHEMBL2162864;Inhibition of recombinant USP7 expressed in Sf9 cells by Ub-CHOP reporter assay;B;BAO_0000219;cell-based format;None;None;None;Sf9;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL2157895;1;Scientific Literature;ACS Med. Chem. Lett.;2012;CHEMBL3308860;
CHEMBL3233809;;0;429.56;0;4.89;3e;CC(=O)Nc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3239934;Inhibition of human USP7 using Ub-rhodamine 110 as substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3232931;1;Scientific Literature;J. Med. Chem.;2014;None;
CHEMBL4459561;;0;334.41;0;2.84;2;C=C[C@@]1(C)CCC2=C(C(=O)O[C@]23CCCC(C)(C)[C@@H]3C(=O)O)[C@@H]1O;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4321558;Inhibition of USP7 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4316640;1;Scientific Literature;J Nat Prod;2019;None;
CHEMBL448126;SPONGIACIDIN C;0;246.23;0;-0.30;1;O=C1NC(=O)/C(=C2\CCNC(=O)c3[nH]ccc32)N1;IC50;'=';3800.0;nM;5.42;;;UO_0000065;22.01;0.41;5.72;5.26;0;CHEMBL2400588;Inhibition of USP7 (unknown origin) using ubiquitin-EKL as substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL2396580;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2159505;;0;504.40;2;5.17;11;CS(=O)(=O)c1ccc(NC(=O)c2cc([N+](=O)[O-])c(Sc3c(Cl)cncc3Cl)s2)cc1;IC50;'=';400.0;nM;6.40;;;UO_0000065;12.68;0.29;1.23;5.36;0;CHEMBL2162864;Inhibition of recombinant USP7 expressed in Sf9 cells by Ub-CHOP reporter assay;B;BAO_0000219;cell-based format;None;None;None;Sf9;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL2157895;1;Scientific Literature;ACS Med. Chem. Lett.;2012;CHEMBL3308860;
CHEMBL2398214;;0;436.00;1;5.41;HBX 28,258;CCN(CCCNC(=O)c1ccc2nc3c(c(Cl)c2c1)CCCC3)Cc1ccccc1;IC50;'=';22600.0;nM;4.65;;;UO_0000065;10.66;0.20;-0.76;10.27;0;CHEMBL2400588;Inhibition of USP7 (unknown origin) using ubiquitin-EKL as substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL2396580;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2398213;;0;421.97;1;5.02;HBX 19,818;CN(CCCNC(=O)c1ccc2nc3c(c(Cl)c2c1)CCCC3)Cc1ccccc1;IC50;'=';28100.0;nM;4.55;;;UO_0000065;10.79;0.21;-0.47;10.06;0;CHEMBL2400588;Inhibition of USP7 (unknown origin) using ubiquitin-EKL as substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL2396580;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL2398212;;0;266.65;0;2.08;HBX 41,108;N#Cc1nc2c(nc1C#N)-c1ccc(Cl)cc1C2=O;IC50;'=';420.0;nM;6.38;;;UO_0000065;23.91;0.46;4.30;7.05;1;CHEMBL2400588;Inhibition of USP7 (unknown origin) using ubiquitin-EKL as substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL2396580;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2013;None;
CHEMBL1173044;;0;416.52;0;4.66;15g;C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2ccc3c(c2)OCO3)CC1;Inhibition;'<';10.0;%;;;;UO_0000187;;;;;0;CHEMBL3239925;Inhibition of human USP7 using Ub-rhodamine 110 as substrate at 31 uM;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3232931;1;Scientific Literature;J. Med. Chem.;2014;None;
CHEMBL3233815;;0;390.50;1;5.07;3k;C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1;Inhibition;'<';10.0;%;;;;UO_0000187;;;;;0;CHEMBL3239925;Inhibition of human USP7 using Ub-rhodamine 110 as substrate at 31 uM;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3232931;1;Scientific Literature;J. Med. Chem.;2014;None;
CHEMBL4097876;;0;459.31;0;4.97;C19;O=C(NCc1cccc(F)c1)c1nc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1;IC50;'=';1350.0;nM;5.87;;;UO_0000065;12.78;0.29;0.90;5.99;0;CHEMBL4001936;Inhibition of USP7 (unknown origin) using Ub-Rho as substrate preincubated for 30 mins followed by substrate addition and subsequent incubation in dark for 3 hrs by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4000237;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL2159498;;0;315.32;0;4.29;6, P5091;CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1;EC50;'=';4200.0;nM;5.38;;;UO_0000065;17.05;0.37;1.09;8.93;0;CHEMBL3412282;Inhibition of USP7 (unknown origin) by Ub-CHOP reporter assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3407357;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL169;URSOLIC ACID;2;456.71;1;7.09;22;C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C;IC50;'=';7000.0;nM;5.16;;;UO_0000065;11.29;0.21;-1.94;8.96;0;CHEMBL4119774;Inhibition of full-length USP7 (unknown origin) using Ub-AMC as substrate preincubated for 20 mins followed by substrate addition measured after 50 mins;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4129155;;0;476.58;0;3.46;29;CC(=O)Nc1ccc2c(=O)n(C(C)C3(O)CCN(C(=O)CC(C)c4ccccc4)CC3)cnc2c1;IC50;'<';200.0;nM;;;;UO_0000065;;;;;0;CHEMBL4119770;Inhibition of USP7 (unknown origin) using Ub-Rh110 as substrate by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL4065700;;0;315.38;0;4.14;31;CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1cccc(C#N)c1;EC50;'=';37500.0;nM;4.43;;;UO_0000065;14.03;0.25;0.29;5.34;0;CHEMBL4033116;Inhibition of USP7 in human SJSA cells assessed as increase in ubiquitinated MDM2 level after 16 hrs in presence of MG132 by MSD assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4099910;;0;344.42;0;4.15;29;CCc1c(-c2ccc3cn(C)nc3c2)cnc(N)c1-c1ccc(O)cc1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4033117;Inhibition of USP7 in human EOL-1 cells assessed as increase in p53 levels at 1.3 to 5 uM after 4 hrs by Western blot analysis relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4099910;;0;344.42;0;4.15;29;CCc1c(-c2ccc3cn(C)nc3c2)cnc(N)c1-c1ccc(O)cc1;Inhibition;;;%;;;Not Active;UO_0000187;;;;;0;CHEMBL4033118;Inhibition of USP7 in human EOL-1 cells assessed as upregulation of p21 levels at 1.3 to 5 uM after 4 hrs by Western blot analysis relative to control;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4097744;;0;245.28;0;1.91;3;Oc1ccc(-c2nc(C3CCNCC3)no2)cc1;IC50;'=';97700.0;nM;4.01;;;UO_0000065;16.35;0.30;2.10;5.63;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4101600;;0;292.34;0;3.72;19;Cc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc(O)cc1;IC50;'=';7600.0;nM;5.12;;;UO_0000065;17.51;0.32;1.40;6.45;0;CHEMBL4033115;Inhibition of native full length C-terminal USP7 (unknown origin) using ubiquitin-Rho110 as substrate pre-incubated for 1 hr followed by substrate addition by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4028910;1;Scientific Literature;J Med Chem;2017;None;
CHEMBL4074910;;0;306.37;0;3.97;32;CCc1c(-c2ccc(O)cc2)cnc(N)c1-c1ccc(O)cc1;IC50;'=';4600.0;nM;5.34;;;UO_0000065;17.42;0.32;1.37;6.72;0;CHEMBL4119771;Inhibition of full-length native C-terminal USP7 (unknown origin) using Ub-Rho110 as substrate after 1 hr by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4118084;1;Scientific Literature;J Med Chem;2018;None;
CHEMBL3407551;;0;350.25;0;4.65;page no 1586, R32C2;O=[N+]([O-])c1cc(CCO)sc1Sc1cccc(Cl)c1Cl;EC50;'=';20100.0;nM;4.70;;;UO_0000065;13.41;0.32;0.05;7.41;0;CHEMBL3412283;Inhibition of USP7 in multiple myeloma cells (unknown origin) by immunohistochemistry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3407357;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL2159495;;0;348.23;1;5.32;5, P22077;CC(=O)c1cc([N+](=O)[O-])c(Sc2cccc(Cl)c2Cl)s1;EC50;'=';4200.0;nM;5.38;;;UO_0000065;15.44;0.37;0.06;8.93;0;CHEMBL3412283;Inhibition of USP7 in multiple myeloma cells (unknown origin) by immunohistochemistry;B;BAO_0000219;cell-based format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL3407357;1;Scientific Literature;J. Med. Chem.;2015;None;
CHEMBL4590454;;0;582.63;1;3.27;ALM5;Cn1nc2c(=O)n(CC3(O)CCN(C(=O)C[C@H](c4ccccc4)C(F)(F)F)CC3)cnc2c1Cc1ccc(CN)cc1;IC50;'=';1.5;nM;8.82;;;UO_0000065;15.14;0.29;5.55;7.40;0;CHEMBL4356422;Inhibition of USP7 (unknown origin) using Ub-Rh110 substrate;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4354818;1;Scientific Literature;J Med Chem;2020;None;
CHEMBL55285;BENZYL ISOTHIOCYANATE;0;149.22;0;2.29;BITC;S=C=NCc1ccccc1;K;;;;;;Not Determined;;;;;;0;CHEMBL4372619;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) assessed as association constant using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4435850;;0;293.32;0;3.88;C17;NCc1ccc(OC(=O)Oc2ccc3ccccc3c2)cc1;Inhibition;;;%;;;Tde;UO_0000187;;;;;0;CHEMBL4372617;Inhibition of recombinant His6-tagged USP7 catalytic domain (unknown origin) using Ub-AMC as substrate by fluorescence assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4371052;1;Scientific Literature;Bioorg Med Chem Lett;2019;None;
CHEMBL4593739;;0;314.77;0;2.36;Page no 2741, R53C1;C#Cc1ccc(CNC(=O)c2cc(C(=O)CCl)cn2C)cc1;IC50;'=';44000.0;nM;4.36;;;UO_0000065;13.84;0.27;2.00;8.53;0;CHEMBL4356417;Inhibition of USP7 in human U2OS using Ub-TAMRA substrate by Ub-Rhodamine fluorescent intensity assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;U2OS;None;;;;CHEMBL2157850;Ubiquitin carboxyl-terminal hydrolase 7;Homo sapiens;SINGLE PROTEIN;CHEMBL4354818;1;Scientific Literature;J Med Chem;2020;CHEMBL3307757;
